Applicant_ID,default_status
Apcnt_1000032,0.3584260305812277
Apcnt_1000048,0.43392717113609575
Apcnt_1000052,0.45740945953595524
Apcnt_1000076,0.7810880013818978
Apcnt_1000080,0.20275259589021222
Apcnt_1000084,0.43810642187384186
Apcnt_1000104,0.4373780201583215
Apcnt_1000116,0.6710636663426545
Apcnt_1000128,0.4290953902162442
Apcnt_1000156,0.32516375751581406
Apcnt_1000192,0.14360500557001368
Apcnt_1000208,0.03458099912164279
Apcnt_1000264,0.6294293617250026
Apcnt_1000288,0.05394081145264443
Apcnt_1000292,0.5249084779167125
Apcnt_1000328,0.7383489004127457
Apcnt_1000336,0.38555208609120367
Apcnt_1000356,0.08428011350947487
Apcnt_1000368,0.1495696613580551
Apcnt_1000372,0.769775263413673
Apcnt_1000392,0.09184272511219367
Apcnt_1000396,0.10165544978234728
Apcnt_1000400,0.085821468649998
Apcnt_1000416,0.31806563002688065
Apcnt_1000428,0.03370292766491822
Apcnt_1000440,0.05350499767079171
Apcnt_1000456,0.5527404172854472
Apcnt_1000472,0.06783846675121669
Apcnt_1000488,0.17104142572349668
Apcnt_1000492,0.09848887677180643
Apcnt_1000504,0.7244198559570645
Apcnt_1000516,0.3540817066631566
Apcnt_1000532,0.0909837695531492
Apcnt_1000552,0.2544684437603897
Apcnt_1000564,0.4444963529222214
Apcnt_1000576,0.7432914549768126
Apcnt_1000596,0.08722543490948051
Apcnt_1000620,0.12726176026138158
Apcnt_1000624,0.02369345201197399
Apcnt_1000636,0.005528365043077107
Apcnt_1000648,0.031161815807641463
Apcnt_1000668,0.045733328543477475
Apcnt_1000680,0.13803202665614844
Apcnt_1000696,0.05200501592574695
Apcnt_1000704,0.5365621835257985
Apcnt_1000724,0.05332857951765412
Apcnt_1000740,0.31259280542956974
Apcnt_1000744,0.016652077004774543
Apcnt_1000756,0.04313805022439661
Apcnt_1000768,0.006999509791383638
Apcnt_1000784,0.004170678901977766
Apcnt_1000796,0.006415520995932959
Apcnt_1000808,0.003924789349711057
Apcnt_1000816,0.03523522882605343
Apcnt_1000820,0.006771778373176669
Apcnt_1000824,0.10112501967657704
Apcnt_1000856,0.5821127057164491
Apcnt_1000872,0.6614804951023626
Apcnt_1000880,0.08123230377658866
Apcnt_1000904,0.25885033065915647
Apcnt_1000912,0.6754031901826045
Apcnt_1000920,0.7492993651018318
Apcnt_1000952,0.07276893929532174
Apcnt_1000960,0.12031306985834764
Apcnt_1000964,0.23050910106263206
Apcnt_1000968,0.016691449263460268
Apcnt_1000976,0.7358595407348716
Apcnt_1000984,0.5990083766039511
Apcnt_1000992,0.2492155102737114
Apcnt_1000996,0.5593571952767169
Apcnt_1001000,0.2171886406084275
Apcnt_1001008,0.09396450225218131
Apcnt_1001028,0.02523302621498251
Apcnt_1001032,0.5167261517344964
Apcnt_1001036,0.7428270808065501
Apcnt_1001040,0.6029674520648973
Apcnt_1001048,0.6793581253145144
Apcnt_1001052,0.032336528655649774
Apcnt_1001068,0.814408054734054
Apcnt_1001076,0.16298670765343468
Apcnt_1001080,0.23253576371268905
Apcnt_1001092,0.13594185711170947
Apcnt_1001120,0.7324701398353832
Apcnt_1001144,0.6257912922834651
Apcnt_1001148,0.19910515495797856
Apcnt_1001168,0.19947402117800744
Apcnt_1001176,0.8372260815136796
Apcnt_1001200,0.20004406298163802
Apcnt_1001224,0.427334614754655
Apcnt_1001228,0.5730947714312308
Apcnt_1001236,0.05654690922805889
Apcnt_1001244,0.25957895246939466
Apcnt_1001248,0.017390839872523236
Apcnt_1001256,0.30240558481117297
Apcnt_1001260,0.24488757619832235
Apcnt_1001264,0.012980500524811199
Apcnt_1001288,0.04744138467808708
Apcnt_1001292,0.08936446501318224
Apcnt_1001296,0.07348819126674141
Apcnt_1001304,0.31837041239078234
Apcnt_1001308,0.13879907041801703
Apcnt_1001316,0.17780402305244178
Apcnt_1001320,0.43698024311560374
Apcnt_1001352,0.46364071888120717
Apcnt_1001360,0.4102928546441957
Apcnt_1001376,0.8221641481707684
Apcnt_1001384,0.07601656757263016
Apcnt_1001388,0.5448819354075135
Apcnt_1001400,0.8104082410831025
Apcnt_1001416,0.595992630055886
Apcnt_1001436,0.6096983966873716
Apcnt_1001452,0.4274287174607005
Apcnt_1001456,0.052489777977068566
Apcnt_1001468,0.7230769775470165
Apcnt_1001480,0.15822359749400824
Apcnt_1001488,0.3736226885674028
Apcnt_1001508,0.5738618748139386
Apcnt_1001512,0.049668449996906235
Apcnt_1001516,0.5794062449885288
Apcnt_1001528,0.4502815479437645
Apcnt_1001532,0.20231124114425408
Apcnt_1001548,0.009772291196498868
Apcnt_1001552,0.008181350548975851
Apcnt_1001572,0.23247108715859566
Apcnt_1001580,0.01826504136585919
Apcnt_1001584,0.05261318453813493
Apcnt_1001624,0.08816667365824997
Apcnt_1001632,0.0317146612468223
Apcnt_1001668,0.05454636026201108
Apcnt_1001692,0.04840928530507035
Apcnt_1001700,0.022628548165877095
Apcnt_1001708,0.10365410984859011
Apcnt_1001716,0.05295652610309379
Apcnt_1001732,0.04482444389260602
Apcnt_1001752,0.5308123636107098
Apcnt_1001760,0.029218548756814827
Apcnt_1001764,0.023256002055822046
Apcnt_1001776,0.3529153775104873
Apcnt_1001780,0.2975990154452811
Apcnt_1001788,0.793793388158263
Apcnt_1001792,0.04195756741906048
Apcnt_1001800,0.1627336479724904
Apcnt_1001820,0.30602637238353614
Apcnt_1001828,0.6951817035143643
Apcnt_1001836,0.08214680620592472
Apcnt_1001844,0.47221792545875085
Apcnt_1001848,0.2645808662734159
Apcnt_1001860,0.4308460842284298
Apcnt_1001880,0.37002035040235204
Apcnt_1001888,0.5064366687478602
Apcnt_1001900,0.3415919984406216
Apcnt_1001908,0.635784195612711
Apcnt_1001936,0.4092020542884008
Apcnt_1001940,0.2464205182118125
Apcnt_1001960,0.4275379083032285
Apcnt_1001988,0.6564600866020265
Apcnt_1002000,0.11745734674244766
Apcnt_1002020,0.2748764421576261
Apcnt_1002024,0.6667954543742693
Apcnt_1002028,0.4030302042723792
Apcnt_1002032,0.38816731996209897
Apcnt_1002044,0.19788762933768891
Apcnt_1002052,0.24085546815738687
Apcnt_1002056,0.02023862617407881
Apcnt_1002080,0.02744435017790134
Apcnt_1002084,0.12107047522468496
Apcnt_1002096,0.1481770814119054
Apcnt_1002112,0.00503096002808754
Apcnt_1002124,0.09852306461359372
Apcnt_1002140,0.04260954994266134
Apcnt_1002152,0.18524984778423612
Apcnt_1002156,0.04192679211170727
Apcnt_1002168,0.10817454538180729
Apcnt_1002176,0.6414088272298277
Apcnt_1002200,0.028562846867784843
Apcnt_1002228,0.547889894259068
Apcnt_1002252,0.5249581351408044
Apcnt_1002268,0.6270504343185529
Apcnt_1002272,0.6267971344513594
Apcnt_1002276,0.9330151862320734
Apcnt_1002288,0.0853875491565919
Apcnt_1002304,0.7986854263969392
Apcnt_1002312,0.45778090579244196
Apcnt_1002320,0.32588181701733915
Apcnt_1002324,0.19415967915758597
Apcnt_1002336,0.2964402901001677
Apcnt_1002368,0.39865995273161225
Apcnt_1002384,0.067007379319232
Apcnt_1002388,0.3149050217230285
Apcnt_1002400,0.09832802062323037
Apcnt_1002404,0.3736458282660872
Apcnt_1002412,0.5797159148555804
Apcnt_1002420,0.015926379891101496
Apcnt_1002424,0.1204664374116345
Apcnt_1002432,0.1165344603366904
Apcnt_1002444,0.3045790512040368
Apcnt_1002456,0.007348079227656136
Apcnt_1002468,0.006752364289066755
Apcnt_1002472,0.012135793132492115
Apcnt_1002484,0.028114007680033602
Apcnt_1002536,0.31856793330283045
Apcnt_1002568,0.23980947003072817
Apcnt_1002576,0.26664178370332114
Apcnt_1002580,0.026212984021587084
Apcnt_1002604,0.31094116058724247
Apcnt_1002612,0.5039973747238357
Apcnt_1002616,0.43437972352110976
Apcnt_1002624,0.042218643139594565
Apcnt_1002632,0.1442342062172103
Apcnt_1002636,0.7818641987426501
Apcnt_1002644,0.45794540623487795
Apcnt_1002656,0.2665617719955631
Apcnt_1002672,0.6637340387063447
Apcnt_1002680,0.13448729495765444
Apcnt_1002700,0.36052489252268005
Apcnt_1002736,0.6987852414422104
Apcnt_1002756,0.11946175286830003
Apcnt_1002760,0.40274818621212
Apcnt_1002768,0.5049834774935594
